Informe de programación de anuncios por día y hora
Todo el período
Día de la semana,Hora del día,Campaña,Clics,Impr.,CTR,Código de moneda,Prom. CPC,Costo,Porcentaje de conv.,Conversiones,Costo/conv.
Viernes,20,Organnical — Insomnio — Búsqueda,3,86,3.49%,PEN,0.32,0.97,33.33%,1.00,0.97
Lunes,8,Organnical — Ansiedad — Búsqueda,7,141,4.96%,PEN,0.41,2.84,0.00%,0.00,0.00
Viernes,10,Organnical — Insomnio — Búsqueda,1,51,1.96%,PEN,0.22,0.22,0.00%,0.00,0.00
Jueves,13,Organnical — Dolor Crónico — Búsqueda,8,94,8.51%,PEN,0.35,2.82,0.00%,0.00,0.00
Sábado,13,Organnical — Insomnio — Búsqueda,1,68,1.47%,PEN,0.13,0.13,0.00%,0.00,0.00
Sábado,2,Organnical — Insomnio — Búsqueda,11,141,7.80%,PEN,0.27,2.93,0.00%,0.00,0.00
Lunes,19,Organnical — Ansiedad — Búsqueda,6,126,4.76%,PEN,0.38,2.29,0.00%,0.00,0.00
Miércoles,5,Organnical — Insomnio — Búsqueda,9,107,8.41%,PEN,0.28,2.49,0.00%,0.00,0.00
Viernes,5,Organnical — Ansiedad — Búsqueda,7,86,8.14%,PEN,0.26,1.82,0.00%,0.00,0.00
Sábado,14,Organnical — Insomnio — Búsqueda,1,48,2.08%,PEN,0.16,0.16,0.00%,0.00,0.00
Sábado,20,Organnical — Dolor Crónico — Búsqueda,1,65,1.54%,PEN,0.17,0.17,0.00%,0.00,0.00
Miércoles,17,Organnical — Ansiedad — Búsqueda,5,122,4.10%,PEN,0.28,1.42,0.00%,0.00,0.00
Sábado,0,Organnical — Ansiedad — Búsqueda,3,102,2.94%,PEN,0.14,0.41,0.00%,0.00,0.00
Martes,23,Organnical — Ansiedad — Búsqueda,1,31,3.23%,PEN,0.21,0.21,0.00%,0.00,0.00
Jueves,17,Organnical — Ansiedad — Búsqueda,3,129,2.33%,PEN,0.22,0.65,0.00%,0.00,0.00
Domingo,13,Organnical — Dolor Crónico — Búsqueda,0,64,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Viernes,12,Organnical — Ansiedad — Búsqueda,5,153,3.27%,PEN,0.37,1.83,40.00%,2.00,0.92
Martes,18,Organnical — Insomnio — Búsqueda,6,81,7.41%,PEN,0.30,1.78,0.00%,0.00,0.00
Viernes,3,Organnical — Ansiedad — Búsqueda,3,55,5.45%,PEN,0.41,1.22,0.00%,0.00,0.00
Martes,17,Organnical — Dolor Crónico — Búsqueda,3,67,4.48%,PEN,0.33,0.99,0.00%,0.00,0.00
Miércoles,7,Organnical — Ansiedad — Búsqueda,6,99,6.06%,PEN,0.27,1.60,0.00%,0.00,0.00
Viernes,2,Organnical — Insomnio — Búsqueda,10,173,5.78%,PEN,0.31,3.13,0.00%,0.00,0.00
Martes,4,Organnical — Ansiedad — Búsqueda,1,26,3.85%,PEN,0.16,0.16,0.00%,0.00,0.00
Jueves,13,Organnical — Ansiedad — Búsqueda,4,139,2.88%,PEN,0.45,1.78,0.00%,0.00,0.00
Martes,5,Organnical — Ansiedad — Búsqueda,4,52,7.69%,PEN,0.18,0.71,0.00%,0.00,0.00
Sábado,11,Organnical — Dolor Crónico — Búsqueda,2,65,3.08%,PEN,0.35,0.69,0.00%,0.00,0.00
Sábado,4,Organnical — Ansiedad — Búsqueda,3,37,8.11%,PEN,0.29,0.86,0.00%,0.00,0.00
Domingo,14,Organnical — Dolor Crónico — Búsqueda,7,70,10.00%,PEN,0.57,3.98,0.00%,0.00,0.00
Viernes,16,Organnical — Dolor Crónico — Búsqueda,0,36,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Domingo,1,Organnical — Ansiedad — Búsqueda,5,68,7.35%,PEN,0.38,1.90,0.00%,0.00,0.00
Jueves,16,Organnical — Insomnio — Búsqueda,3,61,4.92%,PEN,0.24,0.73,0.00%,0.00,0.00
Martes,10,Organnical — Ansiedad — Búsqueda,6,130,4.62%,PEN,0.31,1.87,0.00%,0.00,0.00
Sábado,9,Organnical — Dolor Crónico — Búsqueda,3,59,5.08%,PEN,0.39,1.16,0.00%,0.00,0.00
Miércoles,21,Organnical — Insomnio — Búsqueda,8,205,3.90%,PEN,0.34,2.72,0.00%,0.00,0.00
Sábado,19,Organnical — Insomnio — Búsqueda,2,47,4.26%,PEN,0.46,0.92,0.00%,0.00,0.00
Domingo,22,Organnical — Insomnio — Búsqueda,10,236,4.24%,PEN,0.27,2.69,0.00%,0.00,0.00
Sábado,5,Organnical — Ansiedad — Búsqueda,3,59,5.08%,PEN,0.19,0.58,0.00%,0.00,0.00
Miércoles,12,Organnical — Insomnio — Búsqueda,3,52,5.77%,PEN,0.24,0.72,0.00%,0.00,0.00
Martes,23,Organnical — Dolor Crónico — Búsqueda,5,59,8.47%,PEN,0.59,2.95,0.00%,0.00,0.00
Lunes,4,Organnical — Insomnio — Búsqueda,7,135,5.19%,PEN,0.21,1.46,0.00%,0.00,0.00
Lunes,12,Organnical — Dolor Crónico — Búsqueda,3,60,5.00%,PEN,0.93,2.80,0.00%,0.00,0.00
Jueves,20,Organnical — Dolor Crónico — Búsqueda,4,81,4.94%,PEN,0.99,3.94,0.00%,0.00,0.00
Sábado,21,Organnical — Dolor Crónico — Búsqueda,0,83,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Jueves,19,Organnical — Ansiedad — Búsqueda,5,155,3.23%,PEN,0.24,1.19,0.00%,0.00,0.00
Jueves,8,Organnical — Insomnio — Búsqueda,4,61,6.56%,PEN,0.33,1.30,0.00%,0.00,0.00
Miércoles,2,Organnical — Insomnio — Búsqueda,11,136,8.09%,PEN,0.34,3.71,0.00%,0.00,0.00
Jueves,7,Organnical — Dolor Crónico — Búsqueda,2,95,2.11%,PEN,1.39,2.77,0.00%,0.00,0.00
Lunes,21,Organnical — Insomnio — Búsqueda,1,63,1.59%,PEN,0.23,0.23,0.00%,0.00,0.00
Sábado,2,Organnical — Ansiedad — Búsqueda,3,63,4.76%,PEN,0.18,0.53,0.00%,0.00,0.00
Martes,11,Organnical — Dolor Crónico — Búsqueda,0,71,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Martes,4,Organnical — Insomnio — Búsqueda,3,69,4.35%,PEN,0.49,1.47,0.00%,0.00,0.00
Martes,17,Organnical — Insomnio — Búsqueda,7,78,8.97%,PEN,0.24,1.67,0.00%,0.00,0.00
Jueves,2,Organnical — Dolor Crónico — Búsqueda,0,28,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Lunes,20,Organnical — Dolor Crónico — Búsqueda,5,80,6.25%,PEN,0.50,2.51,0.00%,0.00,0.00
Jueves,2,Organnical — Insomnio — Búsqueda,10,136,7.35%,PEN,0.27,2.66,0.00%,0.00,0.00
Domingo,4,Organnical — Insomnio — Búsqueda,5,122,4.10%,PEN,0.28,1.40,0.00%,0.00,0.00
Sábado,18,Organnical — Dolor Crónico — Búsqueda,1,61,1.64%,PEN,0.23,0.23,0.00%,0.00,0.00
Sábado,12,Organnical — Dolor Crónico — Búsqueda,2,46,4.35%,PEN,0.72,1.43,0.00%,0.00,0.00
Sábado,5,Organnical — Insomnio — Búsqueda,5,112,4.46%,PEN,0.33,1.67,0.00%,0.00,0.00
Sábado,22,Organnical — Dolor Crónico — Búsqueda,3,66,4.55%,PEN,0.60,1.79,0.00%,0.00,0.00
Jueves,6,Organnical — Ansiedad — Búsqueda,6,117,5.13%,PEN,0.31,1.83,0.00%,0.00,0.00
Lunes,7,Organnical — Ansiedad — Búsqueda,7,140,5.00%,PEN,0.39,2.72,0.00%,0.00,0.00
Jueves,10,Organnical — Insomnio — Búsqueda,6,61,9.84%,PEN,0.36,2.15,0.00%,0.00,0.00
Martes,16,Organnical — Dolor Crónico — Búsqueda,1,43,2.33%,PEN,0.50,0.50,0.00%,0.00,0.00
Sábado,23,Organnical — Dolor Crónico — Búsqueda,1,13,7.69%,PEN,0.33,0.33,0.00%,0.00,0.00
Lunes,6,Organnical — Insomnio — Búsqueda,6,125,4.80%,PEN,0.18,1.07,0.00%,0.00,0.00
Lunes,0,Organnical — Ansiedad — Búsqueda,1,87,1.15%,PEN,0.10,0.10,0.00%,0.00,0.00
Domingo,8,Organnical — Dolor Crónico — Búsqueda,3,74,4.05%,PEN,0.81,2.44,0.00%,0.00,0.00
Martes,18,Organnical — Ansiedad — Búsqueda,3,100,3.00%,PEN,0.34,1.02,0.00%,0.00,0.00
Domingo,11,Organnical — Ansiedad — Búsqueda,8,150,5.33%,PEN,0.28,2.25,0.00%,0.00,0.00
Viernes,13,Organnical — Insomnio — Búsqueda,1,49,2.04%,PEN,0.14,0.14,0.00%,0.00,0.00
Martes,21,Organnical — Insomnio — Búsqueda,6,76,7.89%,PEN,0.25,1.48,0.00%,0.00,0.00
Lunes,7,Organnical — Dolor Crónico — Búsqueda,2,60,3.33%,PEN,0.29,0.57,0.00%,0.00,0.00
Domingo,2,Organnical — Ansiedad — Búsqueda,0,57,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Lunes,2,Organnical — Ansiedad — Búsqueda,3,41,7.32%,PEN,0.22,0.67,0.00%,0.00,0.00
Lunes,22,Organnical — Insomnio — Búsqueda,1,101,0.99%,PEN,0.11,0.11,0.00%,0.00,0.00
Lunes,12,Organnical — Insomnio — Búsqueda,3,81,3.70%,PEN,0.92,2.77,0.00%,0.00,0.00
Martes,19,Organnical — Ansiedad — Búsqueda,6,126,4.76%,PEN,0.24,1.45,0.00%,0.00,0.00
Viernes,19,Organnical — Ansiedad — Búsqueda,4,115,3.48%,PEN,0.20,0.80,0.00%,0.00,0.00
Viernes,11,Organnical — Ansiedad — Búsqueda,6,152,3.95%,PEN,0.37,2.21,0.00%,0.00,0.00
Jueves,11,Organnical — Dolor Crónico — Búsqueda,3,78,3.85%,PEN,0.89,2.68,0.00%,0.00,0.00
Jueves,21,Organnical — Insomnio — Búsqueda,6,118,5.08%,PEN,0.20,1.17,0.00%,0.00,0.00
Miércoles,13,Organnical — Insomnio — Búsqueda,3,64,4.69%,PEN,0.18,0.55,0.00%,0.00,0.00
Sábado,1,Organnical — Dolor Crónico — Búsqueda,0,22,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Domingo,13,Organnical — Ansiedad — Búsqueda,2,122,1.64%,PEN,0.21,0.42,0.00%,0.00,0.00
Miércoles,14,Organnical — Insomnio — Búsqueda,1,69,1.45%,PEN,0.17,0.17,0.00%,0.00,0.00
Sábado,22,Organnical — Ansiedad — Búsqueda,5,85,5.88%,PEN,0.41,2.05,0.00%,0.00,0.00
Jueves,18,Organnical — Dolor Crónico — Búsqueda,2,77,2.60%,PEN,0.40,0.80,0.00%,0.00,0.00
Lunes,10,Organnical — Ansiedad — Búsqueda,7,187,3.74%,PEN,0.36,2.49,0.00%,0.00,0.00
Martes,19,Organnical — Insomnio — Búsqueda,6,69,8.70%,PEN,0.27,1.59,0.00%,0.00,0.00
Viernes,6,Organnical — Ansiedad — Búsqueda,4,106,3.77%,PEN,0.24,0.97,0.00%,0.00,0.00
Domingo,3,Organnical — Ansiedad — Búsqueda,3,36,8.33%,PEN,0.20,0.60,0.00%,0.00,0.00
Martes,2,Organnical — Insomnio — Búsqueda,9,127,7.09%,PEN,0.21,1.87,0.00%,0.00,0.00
Martes,9,Organnical — Insomnio — Búsqueda,5,75,6.67%,PEN,0.52,2.59,0.00%,0.00,0.00
Viernes,7,Organnical — Ansiedad — Búsqueda,4,141,2.84%,PEN,0.29,1.17,0.00%,0.00,0.00
Jueves,14,Organnical — Dolor Crónico — Búsqueda,1,90,1.11%,PEN,1.00,1.00,0.00%,0.00,0.00
Viernes,13,Organnical — Ansiedad — Búsqueda,5,128,3.91%,PEN,0.43,2.14,0.00%,0.00,0.00
Domingo,10,Organnical — Ansiedad — Búsqueda,7,117,5.98%,PEN,0.19,1.31,0.00%,0.00,0.00
Miércoles,16,Organnical — Insomnio — Búsqueda,4,82,4.88%,PEN,0.21,0.84,0.00%,0.00,0.00
Jueves,23,Organnical — Ansiedad — Búsqueda,1,106,0.94%,PEN,0.20,0.20,0.00%,0.00,0.00
Miércoles,2,Organnical — Dolor Crónico — Búsqueda,1,15,6.67%,PEN,0.32,0.32,0.00%,0.00,0.00
Miércoles,16,Organnical — Ansiedad — Búsqueda,9,139,6.47%,PEN,0.30,2.74,0.00%,0.00,0.00
Viernes,17,Organnical — Ansiedad — Búsqueda,14,160,8.75%,PEN,0.22,3.06,0.00%,0.00,0.00
Lunes,23,Organnical — Insomnio — Búsqueda,2,48,4.17%,PEN,0.60,1.19,0.00%,0.00,0.00
Viernes,11,Organnical — Insomnio — Búsqueda,6,69,8.70%,PEN,0.19,1.15,0.00%,0.00,0.00
Miércoles,11,Organnical — Insomnio — Búsqueda,3,38,7.89%,PEN,0.19,0.56,0.00%,0.00,0.00
Sábado,17,Organnical — Insomnio — Búsqueda,2,66,3.03%,PEN,0.24,0.48,0.00%,0.00,0.00
Jueves,14,Organnical — Ansiedad — Búsqueda,7,147,4.76%,PEN,0.45,3.13,0.00%,0.00,0.00
Viernes,6,Organnical — Dolor Crónico — Búsqueda,5,85,5.88%,PEN,0.29,1.47,0.00%,0.00,0.00
Viernes,12,Organnical — Insomnio — Búsqueda,3,58,5.17%,PEN,0.48,1.44,0.00%,0.00,0.00
Domingo,11,Organnical — Dolor Crónico — Búsqueda,3,67,4.48%,PEN,0.29,0.88,0.00%,0.00,0.00
Miércoles,8,Organnical — Ansiedad — Búsqueda,4,135,2.96%,PEN,0.25,1.00,0.00%,0.00,0.00
Domingo,19,Organnical — Ansiedad — Búsqueda,5,122,4.10%,PEN,0.32,1.59,0.00%,0.00,0.00
Martes,1,Organnical — Ansiedad — Búsqueda,1,50,2.00%,PEN,0.47,0.47,0.00%,0.00,0.00
Martes,21,Organnical — Dolor Crónico — Búsqueda,1,58,1.72%,PEN,0.49,0.49,0.00%,0.00,0.00
Martes,13,Organnical — Insomnio — Búsqueda,4,61,6.56%,PEN,0.30,1.20,0.00%,0.00,0.00
Jueves,9,Organnical — Ansiedad — Búsqueda,7,157,4.46%,PEN,0.41,2.86,0.00%,0.00,0.00
Lunes,16,Organnical — Insomnio — Búsqueda,2,66,3.03%,PEN,0.23,0.45,0.00%,0.00,0.00
Martes,2,Organnical — Ansiedad — Búsqueda,1,34,2.94%,PEN,0.19,0.19,0.00%,0.00,0.00
Sábado,10,Organnical — Dolor Crónico — Búsqueda,8,73,10.96%,PEN,0.48,3.87,0.00%,0.00,0.00
Jueves,6,Organnical — Dolor Crónico — Búsqueda,0,98,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Viernes,14,Organnical — Dolor Crónico — Búsqueda,2,86,2.33%,PEN,0.80,1.60,0.00%,0.00,0.00
Lunes,19,Organnical — Dolor Crónico — Búsqueda,1,102,0.98%,PEN,0.97,0.97,0.00%,0.00,0.00
Sábado,23,Organnical — Ansiedad — Búsqueda,2,72,2.78%,PEN,0.47,0.94,0.00%,0.00,0.00
Jueves,5,Organnical — Ansiedad — Búsqueda,4,91,4.40%,PEN,0.24,0.94,0.00%,0.00,0.00
Sábado,6,Organnical — Insomnio — Búsqueda,8,93,8.60%,PEN,0.29,2.28,0.00%,0.00,0.00
Miércoles,17,Organnical — Insomnio — Búsqueda,5,85,5.88%,PEN,0.22,1.11,0.00%,0.00,0.00
Martes,6,Organnical — Dolor Crónico — Búsqueda,2,64,3.13%,PEN,0.26,0.51,0.00%,0.00,0.00
Lunes,16,Organnical — Dolor Crónico — Búsqueda,3,52,5.77%,PEN,0.47,1.42,0.00%,0.00,0.00
Lunes,20,Organnical — Ansiedad — Búsqueda,4,119,3.36%,PEN,0.50,2.01,0.00%,0.00,0.00
Lunes,5,Organnical — Insomnio — Búsqueda,6,125,4.80%,PEN,0.20,1.22,0.00%,0.00,0.00
Viernes,22,Organnical — Insomnio — Búsqueda,3,100,3.00%,PEN,0.28,0.84,0.00%,0.00,0.00
Lunes,11,Organnical — Ansiedad — Búsqueda,5,118,4.24%,PEN,0.33,1.67,0.00%,0.00,0.00
Martes,20,Organnical — Ansiedad — Búsqueda,4,118,3.39%,PEN,0.52,2.06,0.00%,0.00,0.00
Martes,5,Organnical — Insomnio — Búsqueda,7,98,7.14%,PEN,0.41,2.88,14.29%,1.00,2.88
Lunes,6,Organnical — Dolor Crónico — Búsqueda,1,43,2.33%,PEN,0.59,0.59,0.00%,0.00,0.00
Jueves,1,Organnical — Insomnio — Búsqueda,8,199,4.02%,PEN,0.31,2.47,0.00%,0.00,0.00
Domingo,17,Organnical — Insomnio — Búsqueda,7,82,8.54%,PEN,0.34,2.39,0.00%,0.00,0.00
Miércoles,3,Organnical — Insomnio — Búsqueda,8,116,6.90%,PEN,0.23,1.83,0.00%,0.00,0.00
Jueves,21,Organnical — Ansiedad — Búsqueda,8,144,5.56%,PEN,0.22,1.75,0.00%,0.00,0.00
Domingo,15,Organnical — Insomnio — Búsqueda,6,100,6.00%,PEN,0.37,2.22,0.00%,0.00,0.00
Martes,20,Organnical — Dolor Crónico — Búsqueda,0,83,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Martes,2,Organnical — Dolor Crónico — Búsqueda,1,21,4.76%,PEN,0.15,0.15,0.00%,0.00,0.00
Jueves,17,Organnical — Dolor Crónico — Búsqueda,2,81,2.47%,PEN,0.49,0.98,0.00%,0.00,0.00
Domingo,8,Organnical — Ansiedad — Búsqueda,2,117,1.71%,PEN,0.39,0.78,0.00%,0.00,0.00
Domingo,16,Organnical — Ansiedad — Búsqueda,6,133,4.51%,PEN,0.40,2.41,0.00%,0.00,0.00
Sábado,3,Organnical — Ansiedad — Búsqueda,1,27,3.70%,PEN,0.44,0.44,0.00%,0.00,0.00
Jueves,10,Organnical — Ansiedad — Búsqueda,6,154,3.90%,PEN,0.30,1.82,0.00%,0.00,0.00
Sábado,19,Organnical — Dolor Crónico — Búsqueda,2,77,2.60%,PEN,0.47,0.93,0.00%,0.00,0.00
Viernes,8,Organnical — Dolor Crónico — Búsqueda,3,83,3.61%,PEN,0.72,2.15,0.00%,0.00,0.00
Miércoles,20,Organnical — Insomnio — Búsqueda,3,113,2.65%,PEN,0.35,1.06,0.00%,0.00,0.00
Jueves,9,Organnical — Insomnio — Búsqueda,3,66,4.55%,PEN,0.56,1.68,0.00%,0.00,0.00
Sábado,10,Organnical — Insomnio — Búsqueda,2,69,2.90%,PEN,0.31,0.62,0.00%,0.00,0.00
Domingo,16,Organnical — Insomnio — Búsqueda,7,71,9.86%,PEN,0.32,2.26,0.00%,0.00,0.00
Domingo,18,Organnical — Insomnio — Búsqueda,4,84,4.76%,PEN,0.26,1.02,0.00%,0.00,0.00
Sábado,16,Organnical — Insomnio — Búsqueda,5,63,7.94%,PEN,0.25,1.24,0.00%,0.00,0.00
Sábado,6,Organnical — Dolor Crónico — Búsqueda,7,109,6.42%,PEN,0.40,2.77,0.00%,0.00,0.00
Domingo,13,Organnical — Insomnio — Búsqueda,6,92,6.52%,PEN,0.51,3.06,0.00%,0.00,0.00
Viernes,4,Organnical — Insomnio — Búsqueda,6,121,4.96%,PEN,0.17,1.01,0.00%,0.00,0.00
Viernes,17,Organnical — Insomnio — Búsqueda,0,51,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Domingo,10,Organnical — Insomnio — Búsqueda,4,87,4.60%,PEN,0.32,1.26,0.00%,0.00,0.00
Domingo,3,Organnical — Insomnio — Búsqueda,7,153,4.58%,PEN,0.23,1.64,0.00%,0.00,0.00
Miércoles,22,Organnical — Ansiedad — Búsqueda,2,30,6.67%,PEN,0.41,0.81,0.00%,0.00,0.00
Lunes,10,Organnical — Insomnio — Búsqueda,2,81,2.47%,PEN,0.65,1.29,0.00%,0.00,0.00
Lunes,8,Organnical — Dolor Crónico — Búsqueda,3,65,4.62%,PEN,0.39,1.17,0.00%,0.00,0.00
Martes,3,Organnical — Ansiedad — Búsqueda,4,23,17.39%,PEN,0.23,0.92,0.00%,0.00,0.00
Martes,15,Organnical — Insomnio — Búsqueda,3,82,3.66%,PEN,0.35,1.04,0.00%,0.00,0.00
Viernes,12,Organnical — Dolor Crónico — Búsqueda,2,65,3.08%,PEN,0.42,0.83,0.00%,0.00,0.00
Lunes,14,Organnical — Insomnio — Búsqueda,1,85,1.18%,PEN,0.17,0.17,0.00%,0.00,0.00
Miércoles,7,Organnical — Dolor Crónico — Búsqueda,0,61,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Martes,9,Organnical — Ansiedad — Búsqueda,0,120,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Miércoles,19,Organnical — Dolor Crónico — Búsqueda,2,97,2.06%,PEN,0.35,0.69,0.00%,0.00,0.00
Martes,6,Organnical — Insomnio — Búsqueda,1,70,1.43%,PEN,0.31,0.31,0.00%,0.00,0.00
Martes,17,Organnical — Ansiedad — Búsqueda,5,125,4.00%,PEN,0.34,1.68,0.00%,0.00,0.00
Viernes,1,Organnical — Ansiedad — Búsqueda,4,59,6.78%,PEN,0.32,1.29,0.00%,0.00,0.00
Viernes,9,Organnical — Ansiedad — Búsqueda,2,144,1.39%,PEN,0.50,0.99,0.00%,0.00,0.00
Miércoles,21,Organnical — Dolor Crónico — Búsqueda,1,105,0.95%,PEN,0.39,0.39,0.00%,0.00,0.00
Viernes,1,Organnical — Insomnio — Búsqueda,7,171,4.09%,PEN,0.55,3.85,0.00%,0.00,0.00
Martes,10,Organnical — Insomnio — Búsqueda,5,67,7.46%,PEN,0.28,1.39,0.00%,0.00,0.00
Jueves,16,Organnical — Ansiedad — Búsqueda,3,129,2.33%,PEN,0.14,0.43,0.00%,0.00,0.00
Domingo,19,Organnical — Dolor Crónico — Búsqueda,3,57,5.26%,PEN,0.65,1.96,0.00%,0.00,0.00
Miércoles,5,Organnical — Ansiedad — Búsqueda,5,69,7.25%,PEN,0.26,1.28,0.00%,0.00,0.00
Jueves,10,Organnical — Dolor Crónico — Búsqueda,5,78,6.41%,PEN,0.82,4.10,0.00%,0.00,0.00
Sábado,20,Organnical — Ansiedad — Búsqueda,5,165,3.03%,PEN,0.41,2.06,0.00%,0.00,0.00
Lunes,3,Organnical — Dolor Crónico — Búsqueda,0,12,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Domingo,22,Organnical — Ansiedad — Búsqueda,7,92,7.61%,PEN,0.23,1.63,0.00%,0.00,0.00
Miércoles,10,Organnical — Ansiedad — Búsqueda,5,148,3.38%,PEN,0.20,1.00,0.00%,0.00,0.00
Viernes,9,Organnical — Insomnio — Búsqueda,2,55,3.64%,PEN,0.49,0.98,0.00%,0.00,0.00
Sábado,9,Organnical — Ansiedad — Búsqueda,8,142,5.63%,PEN,0.24,1.94,0.00%,0.00,0.00
Lunes,6,Organnical — Ansiedad — Búsqueda,5,120,4.17%,PEN,0.22,1.08,0.00%,0.00,0.00
Domingo,5,Organnical — Dolor Crónico — Búsqueda,4,52,7.69%,PEN,0.50,1.98,0.00%,0.00,0.00
Miércoles,8,Organnical — Dolor Crónico — Búsqueda,0,56,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Miércoles,23,Organnical — Ansiedad — Búsqueda,4,37,10.81%,PEN,0.28,1.13,0.00%,0.00,0.00
Jueves,23,Organnical — Dolor Crónico — Búsqueda,1,30,3.33%,PEN,0.20,0.20,0.00%,0.00,0.00
Sábado,10,Organnical — Ansiedad — Búsqueda,7,122,5.74%,PEN,0.21,1.47,0.00%,0.00,0.00
Miércoles,9,Organnical — Dolor Crónico — Búsqueda,0,52,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Miércoles,3,Organnical — Ansiedad — Búsqueda,3,33,9.09%,PEN,0.21,0.62,0.00%,0.00,0.00
Lunes,0,Organnical — Insomnio — Búsqueda,10,247,4.05%,PEN,0.36,3.57,0.00%,0.00,0.00
Sábado,3,Organnical — Insomnio — Búsqueda,5,163,3.07%,PEN,0.23,1.15,0.00%,0.00,0.00
Martes,21,Organnical — Ansiedad — Búsqueda,4,98,4.08%,PEN,0.31,1.22,0.00%,0.00,0.00
Jueves,3,Organnical — Ansiedad — Búsqueda,2,40,5.00%,PEN,0.17,0.34,0.00%,0.00,0.00
Jueves,8,Organnical — Dolor Crónico — Búsqueda,2,95,2.11%,PEN,0.22,0.44,0.00%,0.00,0.00
Sábado,21,Organnical — Insomnio — Búsqueda,5,86,5.81%,PEN,0.24,1.19,0.00%,0.00,0.00
Viernes,2,Organnical — Ansiedad — Búsqueda,0,47,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Miércoles,6,Organnical — Insomnio — Búsqueda,4,74,5.41%,PEN,0.28,1.11,0.00%,0.00,0.00
Domingo,0,Organnical — Insomnio — Búsqueda,9,152,5.92%,PEN,0.40,3.59,0.00%,0.00,0.00
Lunes,21,Organnical — Dolor Crónico — Búsqueda,1,47,2.13%,PEN,0.19,0.19,0.00%,0.00,0.00
Viernes,16,Organnical — Insomnio — Búsqueda,1,67,1.49%,PEN,0.15,0.15,0.00%,0.00,0.00
Miércoles,18,Organnical — Dolor Crónico — Búsqueda,3,64,4.69%,PEN,0.53,1.59,0.00%,0.00,0.00
Jueves,13,Organnical — Insomnio — Búsqueda,7,76,9.21%,PEN,0.36,2.54,0.00%,0.00,0.00
Lunes,4,Organnical — Dolor Crónico — Búsqueda,0,15,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Domingo,23,Organnical — Ansiedad — Búsqueda,4,57,7.02%,PEN,0.36,1.43,0.00%,0.00,0.00
Miércoles,3,Organnical — Dolor Crónico — Búsqueda,0,9,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Sábado,12,Organnical — Insomnio — Búsqueda,4,66,6.06%,PEN,0.20,0.80,0.00%,0.00,0.00
Jueves,12,Organnical — Ansiedad — Búsqueda,2,134,1.49%,PEN,0.22,0.44,0.00%,0.00,0.00
Martes,7,Organnical — Ansiedad — Búsqueda,4,117,3.42%,PEN,0.33,1.30,0.00%,0.00,0.00
Martes,13,Organnical — Dolor Crónico — Búsqueda,2,68,2.94%,PEN,0.67,1.33,0.00%,0.00,0.00
Lunes,9,Organnical — Dolor Crónico — Búsqueda,3,64,4.69%,PEN,0.71,2.13,0.00%,0.00,0.00
Jueves,7,Organnical — Ansiedad — Búsqueda,4,124,3.23%,PEN,0.32,1.28,0.00%,0.00,0.00
Viernes,15,Organnical — Dolor Crónico — Búsqueda,1,68,1.47%,PEN,1.70,1.70,0.00%,0.00,0.00
Sábado,16,Organnical — Ansiedad — Búsqueda,7,152,4.61%,PEN,0.42,2.91,0.00%,0.00,0.00
Viernes,18,Organnical — Insomnio — Búsqueda,2,52,3.85%,PEN,0.31,0.62,0.00%,0.00,0.00
Domingo,2,Organnical — Dolor Crónico — Búsqueda,0,26,0.00%,PEN,0,0.00,0.00%,0.00,0.00
Martes,19,Organnical — Dolor Crónico — Búsqueda,2,74,2.70%,PEN,0.69,1.38,0.00%,0.00,0.00
Jueves,3,Organnical — Insomnio — Búsqueda,9,110,8.18%,PEN,0.28,2.53,0.00%,0.00,0.00
Viernes,22,Organnical — Dolor Crónico — Búsqueda,1,41,2.44%,PEN,0.27,0.27,0.00%,0.00,0.00
Sábado,9,Organnical — Insomnio — Búsqueda,9,69,13.04%,PEN,0.23,2.05,0.00%,0.00,0.00
Domingo,1,Organnical — Dolor Crónico — Búsqueda,1,33,3.03%,PEN,0.40,0.40,0.00%,0.00,0.00
Viernes,0,Organnical — Dolor Crónico — Búsqueda,1,44,2.27%,PEN,0.42,0.42,0.00%,0.00,0.00
Jueves,1,Organnical — Dolor Crónico — Búsqueda,1,20,5.00%,PEN,0.43,0.43,0.00%,0.00,0.00
Domingo,23,Organnical — Insomnio — Búsqueda,5,216,2.31%,PEN,0.21,1.04,0.00%,0.00,0.00
